UII,FER,MOS,AALS,FFR,CHS_Result,Risk_Level
0.4944725879278468,1.4730176138190967,0.6941069303049243,0.7602682157330677,0.05101908734363555,55.79022190651074,MODERATE
0.3751527747114991,0.7,0.35913506671857776,0.35122460943553396,0.018821969748397775,86.87485081982166,HEALTHY
0.5298115439843974,0.7622513013693425,0.49848715507714064,0.4157706623925238,0.1057391710409487,83.90406850910442,HEALTHY
0.2363558476234208,1.4814282874739864,0.6647650125539984,0.6448161664753598,0.10643317832481097,59.2273594397122,MODERATE
0.7680577944720322,1.173587945914129,1.2388428294996543,0.1803412143235975,0.15566593799556758,46.86456088915425,HIGH RISK
0.17279156167892437,0.7933769508144193,0.11582414101905593,0.16224222182651607,0.0028081057221668675,96.53575452059331,HEALTHY
0.6534810368956206,1.189311040753521,0.3907934056407674,0.6130094615649274,0.05313454387101751,74.93992592883443,MODERATE
0.2705978714913083,1.1351783366386279,0.9185792319383655,0.22881249347509744,0.04604189082701086,78.2105044115394,HEALTHY
0.3118692875588732,0.7,0.7998081001902396,0.7234101752770116,0.20377374444504387,74.84214980092368,MODERATE
0.5619785881285826,0.7,1.366118726897043,0.5716901000895899,0.04081635161375905,58.70110293372706,MODERATE
0.7246439626373053,1.1362056109074599,1.979005491369948,0.5163918023894964,0.19232690251571338,45.64413703781731,HIGH RISK
0.1360938788360612,1.7486721806207677,0.1,0.40508859229084293,0.2899695918890864,57.597580177360776,MODERATE
0.4876026827640238,1.1229274853234406,1.126088967256338,0.45661662162132716,0.2614715704601401,56.92225926461424,MODERATE
0.40838358575698863,0.7,0.3006753292326436,0.27058147215756806,0.21000864233759195,85.57445825202375,HEALTHY
0.19215809699627076,0.7025033097756447,0.5909373514472753,0.7293189360007248,0.02062044556929541,82.94121253285434,HEALTHY
0.5041691951652935,1.229294366613871,0.8894280938477467,0.49491183322773075,0.10992439281774681,65.2589124537249,MODERATE
0.197928577627594,1.263258410122892,0.14691338389962427,0.42146182443296326,0.04879804286408463,80.7555835815174,HEALTHY
0.42946368034554616,1.00144670453655,0.38299489616253846,0.49195649254988205,0.1354313720269214,84.94534632715744,HEALTHY
0.26755326436227744,0.9314875892312036,2.5,0.731282355491119,0.2164069118071794,41.48245759008079,HIGH RISK
0.3207521505549691,1.2820618846788794,0.13187374409887892,0.49010316715862173,0.08395785931846021,76.39861441467625,HEALTHY
0.34709726437150484,1.3857178192501531,0.1,0.1836729659883384,0.14692753824080054,71.4053974830296,MODERATE
0.5551254835297625,1.2504336702586083,1.6314915306480615,0.13984991269835503,0.04364464071332812,52.57367753893343,MODERATE
0.20926312756556567,0.8282188815449945,0.5069106044506028,0.35229413356767575,0.1326511763854907,91.55530804426736,HEALTHY
0.4466059122572963,1.3162818416604518,1.0109601267466977,0.5137491477303657,0.015273669661710502,59.189005560144814,MODERATE
0.2981214233362209,0.9624690379453172,0.3284106438857768,0.7399581566758172,0.0010405380242128593,88.97979549741788,HEALTHY
0.2997950109100793,0.9044820008631582,0.1990677653290185,0.9464724410701436,0.06711186797537617,81.63887997781016,HEALTHY
0.492912948873501,0.8956838687333308,0.21497454318461062,0.23435595010649685,0.07693638325692112,88.90537829666694,HEALTHY
0.2815060240910244,1.0568245829790837,0.19588045654890593,0.718855507412256,0.046359108682098756,83.67671489659199,HEALTHY
0.29685330414082756,1.2123716910447588,0.25528734016959287,0.48517826447314455,0.02587357460134782,78.70638652215737,HEALTHY
0.40017764652283117,0.7,0.22502448827761645,0.1616783403601896,0.04306055497475123,87.49623652668733,HEALTHY
0.17290454627902885,0.8757382848350372,1.5123462605314701,0.2314532075359987,0.006144905564522082,68.47241720685246,MODERATE
0.3025117856919123,0.9368609652749418,0.6858496242992479,0.34095976104558007,0.031398142413622966,91.6406186669842,HEALTHY
0.442525056783255,1.3621889802394374,0.316521498651123,0.6995996998090586,0.10864795514748972,66.29873244876417,MODERATE
0.07544998668702999,0.8464732983166124,0.38088505807159573,0.32736411947594946,0.1173772603839163,90.96371301796493,HEALTHY
0.1616891895186843,0.9677847842609671,2.5,0.22156018120942853,0.05792524493127289,64.22927928648564,MODERATE
0.3095909375797926,1.2871223927371753,0.18286326132669278,0.6013451758335396,0.020722326414100132,80.69990311663464,HEALTHY
0.46937168872586077,1.061730574431773,1.9603747313096545,0.11804964492388612,0.026873259509371,62.350610475813696,MODERATE
0.8128374326285992,1.5423084856354532,1.2013703789967674,0.5596997123834259,0.03579623886782527,30.640402753135408,HIGH RISK
0.27137857554058564,1.0125380182067172,0.8554503962562323,0.9742399021476053,0.05219812740461476,72.29220369171263,MODERATE
0.11444968666454716,1.6832790308877872,0.8805709826900384,0.45395806417858475,0.028002863799980293,57.61624837914995,MODERATE
0.10835061329829057,1.7606278518204064,0.49482798484250556,0.5428013081283842,0.025770659182222065,66.42078001505206,MODERATE
0.2801284540673569,1.1788166178640418,0.5199914089038618,0.44160944572287,0.05254683770575627,80.68267245345169,HEALTHY
0.7251247646742227,1.1671545500232594,1.4310310719915518,0.2910329432782753,0.03574670541904384,51.9979681964971,MODERATE
0.1006812023256057,1.2089551398862841,1.4987549585644047,0.6235387394854772,0.1032359247281586,54.923820890588715,MODERATE
0.32753344786832983,1.28936334401689,0.7619993514088259,0.36878807918454243,0.5334805905037072,61.58028508401578,MODERATE
0.4335716694002951,1.084293121468225,1.3172182101734276,0.12825900782903893,0.0030965836384340907,60.920350277181086,MODERATE
0.23358238496218436,1.4080203247263716,1.4949151307925899,0.22384599187865667,0.06780541610394088,49.54435170213321,HIGH RISK
0.5551886133069682,1.1913619751580558,0.36327002762408817,0.6326563084062004,0.019716269777750157,74.84584480482492,MODERATE
0.6065124149754494,1.4866518171465153,0.8788157735892603,0.3924321607798475,0.053867619387613905,51.58683828829126,MODERATE
0.14348046526929162,0.7311091804608115,0.5151027193587986,0.7100727542408733,0.05156998463736774,85.31640408029428,HEALTHY
0.48843173482006014,1.109673302004266,0.1,0.5832833318602393,0.09013884622320933,78.6142129864877,HEALTHY
0.45880042986834013,1.3550816344645937,0.9409030679175692,0.5063912194112874,0.11416135101075468,57.71662702976128,MODERATE
0.324692876431175,0.7902693971191505,0.7969323294335032,0.1614701568936974,0.09637625779321651,84.10804679277865,HEALTHY
0.22453691704495995,1.1707470318013884,0.1,0.5128799993767312,0.0340521074093008,80.71397707164049,HEALTHY
0.6355838737720279,1.2240397788144657,0.1,0.7489553002796013,0.004036389537675951,68.19137359522605,MODERATE
0.15151404578090366,1.6192661872090215,0.2584751803248418,0.6383207602751918,0.0277116217475443,56.58497512206561,MODERATE
0.257987285542402,0.9657125107349046,1.6130269709156806,0.7234477739402398,0.13559939814347227,54.00116125090059,MODERATE
0.4802039755971562,1.1082532737767545,0.1,0.41786257414966604,0.045718003701366375,80.82608600429322,HEALTHY
0.47492656875807726,0.9148871903138878,0.5551816014249,0.7359852635476771,0.09571821465689889,75.62605705748307,HEALTHY
0.6391433783830215,1.0149053434795596,0.1775489989823546,0.45785389471281424,0.07755979454003932,78.44832238533432,HEALTHY
0.20753864916139775,1.5759587631531675,0.2631876876173718,0.08945706536659301,0.09080330061899707,68.91045464227662,MODERATE
0.5918839233803184,1.043622671001177,1.3224106334802657,0.5807655286367678,0.1112918279442013,53.780091342318784,MODERATE
0.4219542448270688,0.8804622407253504,1.711042297932013,0.1534139912178119,0.16148210650938388,59.63507523024045,MODERATE
0.4025995573497745,1.0043271300565912,0.7813689042678058,0.3808579380761215,0.018833504948543373,84.12802990168306,HEALTHY
0.34768973897114863,0.923364966294411,1.7905997898775297,0.7823998166957665,0.0038429871941642224,58.82990749370074,MODERATE
0.625135189561761,0.9414412401926173,1.7496218470223783,0.1305402790723528,0.058042501142454954,63.689966426752186,MODERATE
0.1394182794470908,0.9187678312473648,0.22536969433325088,0.6147268494282478,0.19128263617732316,86.32833059682916,HEALTHY
0.10525145916987037,0.9277540414092139,0.9321182829591039,0.42513822059302075,0.011835575676352161,78.45449280409102,HEALTHY
0.6784849264159828,0.781378850733048,1.3559027154740548,0.1962357525204406,0.2157510031993555,56.266459349439856,MODERATE
